,record,speaker,sessionname,utterances,corpus,age,mlu,morphemes,Situation,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,ToAdults?,ClauseMarkers,Subject,Object,Topic,UttGoal,ToAdult?,Followup?,MORPHEMES,Verb,Aux,AuxInvert,InitFunction,PreVFunction,PostVFunction,SFP,Function,filename,start,end,dur,utt
246,257,FAT,130202.cha,哎 躺 下 来 . ,Tong,"(1, 7, 18)",1.962162162,co|ai1 v|tang3=couch v:dirc|xia4=go_down v:dirc|lai2=come .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,0,0,,,,"['co', 'v', 'v:dirc', 'v:dirc', '.']",1,0,0,0,0,0,0,0,130202-FAT-257,754.658,755.982,1324,哎 躺 下 来 .
247,258,MOT,130202.cha,"打 喷嚏 了 , 你 都 . ",Tong,"(1, 7, 18)",1.962162162,v|da3=hit n|pen1ti4=sneeze sfp|le cm|cm pro|ni3=you adv|dou1=all .,,Assertion,Declarative,Negotiating,,,,1,0,,0,1,0,,,,"['v', 'n', 'sfp', 'cm', 'pro', 'adv', '.']",1,0,0,0,0,1,1,0,130202-MOT-258,755.982,757.645,1663,"打 喷嚏 了 , 你 都 ."
248,259,FAT,130202.cha,躺 在 爸爸 这 . ,Tong,"(1, 7, 18)",1.962162162,v|tang3=couch prep|zai4=at n:relat|ba4&DIM=father pro|zhe4=this .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,0,1,0,,,,"['v', 'prep', 'n:relat', 'pro', '.']",1,0,0,0,0,0,0,0,130202-FAT-259,757.645,758.408,763,躺 在 爸爸 这 .
249,260,MOT,130202.cha,冷 啊 . ,Tong,"(1, 7, 18)",1.962162162,adj|leng3=cool co|a1=uh .,,Assertion,Declarative,Discussing,,,,1,0,,0,0,0,,,,"['adj', 'co', '.']",1,0,0,0,0,0,1,0,130202-MOT-260,758.408,759.406,998,冷 啊 .
250,261,FAT,130202.cha,好 嘞 . ,Tong,"(1, 7, 18)",1.962162162,adj|hao3=good sfp|le .,,Assertion,Imperative,Meta,,,,1,0,ImpSFP,0,0,0,,,,"['adj', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-FAT-261,759.406,760.324,918,好 嘞 .
251,262,MOT,130202.cha,盖 被子 啦 . ,Tong,"(1, 7, 18)",1.962162162,n|gai4=lid n|bei4zi=quilt sfp|la1 .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpSFP,0,1,0,,,,"['n', 'n', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-MOT-262,760.324,761.675,1351,盖 被子 啦 .
252,263,FAT,130202.cha,妈妈 抱 着 你 好 不 好 啊 ? ,Tong,"(1, 7, 18)",1.962162162,n:relat|ma1&DIM=mother v|bao4=hug asp|zhe=durative pro|ni3=you adj|hao3=good neg|bu4=not adj|hao3=good sfp|a1 ?,,Question,Interrogative,,no,Polar,,0,0,IntAnotA,1,1,0,,,,"['n:relat', 'v', 'asp', 'pro', 'adj', 'neg', 'adj', 'sfp', '?']",1,0,0,0,0,0,1,0,130202-FAT-263,761.675,765.665,3990,妈妈 抱 着 你 好 不 好 啊 ?
253,264,FAT,130202.cha,哎 . ,Tong,"(1, 7, 18)",1.962162162,co|ai1 .,,Other,Other,Emoting,,,,0,0,,0,0,0,,,,"['co', '.']",0,0,0,0,0,0,0,0,130202-FAT-264,765.665,766.689,1024,哎 .
254,265,MOT,130202.cha,xxx . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-MOT-265,766.689,769.406,2717,xxx .
255,266,MOT,130202.cha,宝宝 . ,Tong,"(1, 7, 18)",1.962162162,n:relat|bao3&DIM=baby .,,Exclamative,FRAG,Emoting,,,,0,0,,0,0,0,,,,"['n:relat', '.']",0,0,0,0,0,0,0,0,130202-MOT-266,769.406,771.406,2000,宝宝 .
256,267,FAT,130202.cha,这 个 姿势 xxx . ,Tong,"(1, 7, 18)",1.962162162,pro|zhe4=this cl|ge4 n|zi1shi4=posture .,,Other,Other,Uninterpretable,,,,0,0,,0,0,0,,,,"['pro', 'cl', 'n', '.']",0,0,0,0,0,0,0,0,130202-FAT-267,771.406,774.47,3064,这 个 姿势 xxx .
257,268,MOT,130202.cha,宝宝 . ,Tong,"(1, 7, 18)",1.962162162,n:relat|bao3&DIM=baby .,,Other,FRAG,Emoting,,,,0,0,,0,0,0,,,,"['n:relat', '.']",0,0,0,0,0,0,0,0,130202-MOT-268,774.47,777.413,2943,宝宝 .
258,269,FAT,130202.cha,感冒 了 吧 ? ,Tong,"(1, 7, 18)",1.962162162,v|gan3mao4=catch_cold sfp|le sfp|ba ?,,Question,Declarative,,,,,0,0,,0,0,0,,,,"['v', 'sfp', 'sfp', '?']",1,0,0,0,0,0,1,0,130202-FAT-269,780.413,782.176,1763,感冒 了 吧 ?
259,270,FAT,130202.cha,xxx . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-FAT-270,782.176,782.575,399,xxx .
260,271,FAT,130202.cha,"同同 , 侧 过 去 . ",Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong cm|cm v|ce4=lean v:dirc|guo4=pass v:dirc|qu4=go .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,0,0,0,,,,"['n:name', 'cm', 'v', 'v:dirc', 'v:dirc', '.']",1,0,0,0,0,0,0,0,130202-FAT-271,782.575,784.7,2125,"同同 , 侧 过 去 ."
261,272,FAT,130202.cha,侧 到 妈妈 那边 . ,Tong,"(1, 7, 18)",1.962162162,v|ce4=lean v|dao4=arrive n:relat|ma1&DIM=mother post|na4bian1=that_side .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,1,0,,,,"['v', 'v', 'n:relat', 'post', '.']",1,0,0,0,0,0,0,0,130202-FAT-272,784.7,786.444,1744,侧 到 妈妈 那边 .
262,273,FAT,130202.cha,"哎 , 朝 妈妈 那边 . ",Tong,"(1, 7, 18)",1.962162162,co|ai1 cm|cm prep|chao2=toward n:relat|ma1&DIM=mother post|na4bian1=that_side .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,1,0,,,,"['co', 'cm', 'prep', 'n:relat', 'post', '.']",1,0,0,0,0,0,0,0,130202-FAT-273,786.444,787.423,979,"哎 , 朝 妈妈 那边 ."
263,274,FAT,130202.cha,"哎 , 朝 妈妈 那边 . ",Tong,"(1, 7, 18)",1.962162162,co|ai1 cm|cm prep|chao2=toward n:relat|ma1&DIM=mother post|na4bian1=that_side .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,1,0,,,,"['co', 'cm', 'prep', 'n:relat', 'post', '.']",1,0,0,0,0,0,0,0,130202-FAT-274,787.423,789.365,1942,"哎 , 朝 妈妈 那边 ."
264,275,FAT,130202.cha,下 一点 啊 . ,Tong,"(1, 7, 18)",1.962162162,quant|xia4=next adv|yi1dian3=a_bit sfp|a1 .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,0,0,,,,"['quant', 'adv', 'sfp', '.']",1,0,0,0,0,0,1,1,130202-FAT-275,789.365,791.015,1650,下 一点 啊 .
265,276,FAT,130202.cha,往 下 一点 . ,Tong,"(1, 7, 18)",1.962162162,prep|wang3=go_toward v|xia4=go_down adv|yi1dian3=a_bit .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,0,0,,,,"['prep', 'v', 'adv', '.']",1,0,0,0,0,0,0,0,130202-FAT-276,791.015,792.322,1307,往 下 一点 .
266,277,MOT,130202.cha,他 自己 往 上 蹬 . ,Tong,"(1, 7, 18)",1.962162162,pro|ta1=he pro|zi4ji3=self prep|wang3=go_toward post|shang4=above v|deng1=kick .,,Assertion,Declarative,Discussing,,,,0,1,,1,0,0,,,,"['pro', 'pro', 'prep', 'post', 'v', '.']",1,0,0,0,0,0,0,0,130202-MOT-277,792.322,793.959,1637,他 自己 往 上 蹬 .
267,278,MOT,130202.cha,两 个 脚 在 往 上 +... ,Tong,"(1, 7, 18)",1.962162162,num|liang3=two cl|ge4 n|jiao3=foot prep|zai4=at prep|wang3=go_toward post|shang4=above +...,,Assertion,Declarative,Discussing,,,,1,1,,1,0,0,,,,"['num', 'cl', 'n', 'prep', 'prep', 'post', '+...']",0,0,0,0,0,0,0,0,130202-MOT-278,793.959,796.151,2192,两 个 脚 在 往 上 +...
268,279,FAT,130202.cha,先 [//] 再 把 他 往 下 一点 . ,Tong,"(1, 7, 18)",1.962162162,adv|zai4=again prep|ba3=object_marker pro|ta1=he prep|wang3=go_toward v|xia4=go_down adv|yi1dian3=a_bit .,,Assertion,Declarative,Negotiating,,,,1,1,,0,1,0,,,,"['adv', 'prep', 'pro', 'prep', 'v', 'adv', '.']",1,0,0,0,1,0,0,0,130202-FAT-279,794.359,796.151,1792,先 [//] 再 把 他 往 下 一点 .
269,280,MOT,130202.cha,呃 . ,Tong,"(1, 7, 18)",1.962162162,co|e1=e .,,Other,FRAG,Emoting,,,,1,0,,0,0,0,,,,"['co', '.']",0,0,0,0,0,0,1,0,130202-MOT-280,796.151,797.925,1774,呃 .
270,281,MOT,130202.cha,"疼 啊 , 同同 . ",Tong,"(1, 7, 18)",1.962162162,v|teng2=hurt sfp|a1 cm|cm n:name|tong2tong .,,Question,Declarative,Meta,no,,,0,0,,0,0,0,,,,"['v', 'sfp', 'cm', 'n:name', '.']",1,0,0,0,0,0,1,0,130202-MOT-281,797.925,799.19,1265,"疼 啊 , 同同 ."
271,282,MOT,130202.cha,撞 头 啦 . ,Tong,"(1, 7, 18)",1.962162162,v|zhuang4=run_into n|tou2=head sfp|la1 .,,Assertion,Declarative,Discussing,,,,0,0,,0,1,0,,,,"['v', 'n', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-MOT-282,799.19,800.868,1678,撞 头 啦 .
272,283,MOT,130202.cha,疼 不 疼 ? ,Tong,"(1, 7, 18)",1.962162162,adj|teng2=hurt neg|bu4=not adj|teng2=hurt ?,,Question,Interrogative,,no,Polar,,1,0,IntAnotA,0,0,0,,,,"['adj', 'neg', 'adj', '?']",1,0,0,0,0,0,0,0,130202-MOT-283,800.868,801.878,1010,疼 不 疼 ?
273,284,MOT,130202.cha,撞 到 头 了 . ,Tong,"(1, 7, 18)",1.962162162,v|zhuang4=run_into v:resc|dao4=get n|tou2=head sfp|le .,,Assertion,Declarative,Discussing,,,,1,0,,0,1,0,,,,"['v', 'v:resc', 'n', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-MOT-284,801.878,803.637,1759,撞 到 头 了 .
274,285,CHI,130202.cha,xxx . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-285,803.637,806.859,3222,xxx .
275,286,MOT,130202.cha,快 睡觉 . ,Tong,"(1, 7, 18)",1.962162162,adv|kuai4=quickly v|shui4jiao4=sleep .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,0,0,0,,,,"['adv', 'v', '.']",1,0,0,0,0,0,0,0,130202-MOT-286,806.859,808.461,1602,快 睡觉 .
276,287,MOT,130202.cha,睡觉 . ,Tong,"(1, 7, 18)",1.962162162,v|shui4jiao4=sleep .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,0,0,,,,"['v', '.']",1,0,0,0,0,0,0,0,130202-MOT-287,808.461,809.332,871,睡觉 .
277,288,CHI,130202.cha,xxx . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-288,809.332,814.033,4701,xxx .
278,289,CHI,130202.cha,汽车 呀 . ,Tong,"(1, 7, 18)",1.962162162,n|qi4che1=motor_vehicle sfp|ya .,,,,,,,,0,0,,0,0,0,,,,"['n', 'sfp', '.']",0,0,0,0,0,0,1,0,130202-CHI-289,814.033,816.541,2508,汽车 呀 .
279,290,CHI,130202.cha,汽车 呀 . ,Tong,"(1, 7, 18)",1.962162162,n|qi4che1=motor_vehicle sfp|ya .,,,,,,,,0,0,,0,0,0,,,,"['n', 'sfp', '.']",0,0,0,0,0,0,1,0,130202-CHI-290,816.541,819.932,3391,汽车 呀 .
280,291,CHI,130202.cha,&bu2 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-291,819.932,823.947,4015,&bu2 .
281,292,CHI,130202.cha,&bu2 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-292,823.947,826.049,2102,&bu2 .
282,293,CHI,130202.cha,&bu2 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-293,826.049,826.749,700,&bu2 .
283,294,CHI,130202.cha,&wa1 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-294,826.749,830.182,3433,&wa1 .
284,295,CHI,130202.cha,&bu2 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-295,830.182,832.851,2669,&bu2 .
285,296,CHI,130202.cha,xxx . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-296,832.851,844.219,11368,xxx .
286,297,CHI,130202.cha,&ma2 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-297,844.219,848.441,4222,&ma2 .
287,298,CHI,130202.cha,&jia3 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-298,848.441,850.296,1855,&jia3 .
288,299,CHI,130202.cha,&ti2 .,Tong,"(1, 7, 18)",1.962162162,the child played with sounds for one minute,,,,,,,,0,0,,0,0,0,,,,"['the', 'child', 'played', 'with', 'sounds', 'for', 'one', 'minute']",0,0,0,0,0,0,0,0,130202-CHI-299,850.296,854.654,4358,&ti2 .
289,300,CHI,130202.cha,挖土机 . ,Tong,"(1, 7, 18)",1.962162162,n|wa1tu3ji1=excavator .,,,,,,,,0,0,,0,0,0,,,,"['n', '.']",0,0,0,0,0,0,0,0,130202-CHI-300,904.0,910.9,6900,挖土机 .
290,301,CHI,130202.cha,挖土机 呀 . ,Tong,"(1, 7, 18)",1.962162162,n|wa1tu3ji1=excavator sfp|ya .,,,,,,,,0,0,,0,0,0,,,,"['n', 'sfp', '.']",0,0,0,0,0,0,1,0,130202-CHI-301,910.9,916.0,5100,挖土机 呀 .
291,302,MOT,130202.cha,同同 你 在 说 挖土机 是 吗 ? ,Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong pro|ni3=you asp|zai4=currently v|shuo1=say n|wa1tu3ji1=excavator v:cop|shi4=is sfp|ma ?,,Question,Declarative,Meta,no,,,1,0,IntMa,1,1,0,,,,"['n:name', 'pro', 'asp', 'v', 'n', 'v:cop', 'sfp', '?']",1,0,0,0,0,0,1,0,130202-MOT-302,916.0,918.465,2465,同同 你 在 说 挖土机 是 吗 ?
292,303,MOT,130202.cha,你 有 挖土机 没 有 啊 ? ,Tong,"(1, 7, 18)",1.962162162,pro|ni3=you v|you3=have n|wa1tu3ji1=excavator neg|mei2=not v|you3=have sfp|a1 ?,,Question,Interrogative,Teaching,,Polar,,1,0,IntAnotA,1,1,0,,,,"['pro', 'v', 'n', 'neg', 'v', 'sfp', '?']",1,0,0,0,0,0,1,0,130202-MOT-303,918.465,920.627,2162,你 有 挖土机 没 有 啊 ?
293,304,CHI,130202.cha,有 . ,Tong,"(1, 7, 18)",1.962162162,v|you3=have .,,,,,,,,1,0,,0,0,0,,,,"['v', '.']",1,0,0,0,0,0,0,0,130202-CHI-304,920.627,921.323,696,有 .
294,305,MOT,130202.cha,你 没 有 挖土机 . ,Tong,"(1, 7, 18)",1.962162162,pro|ni3=you neg|mei2=not v|you3=have n|wa1tu3ji1=excavator .,,Assertion,Declarative,Teaching,,,,1,0,,1,1,0,,,,"['pro', 'neg', 'v', 'n', '.']",1,0,0,0,0,0,0,0,130202-MOT-305,921.323,924.037,2714,你 没 有 挖土机 .
295,306,MOT,130202.cha,同同 没 有 挖土机 . ,Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong neg|mei2=not v|you3=have n|wa1tu3ji1=excavator .,,Assertion,Declarative,Teaching,,,,1,0,,1,1,0,,,,"['n:name', 'neg', 'v', 'n', '.']",1,0,0,0,0,0,0,0,130202-MOT-306,924.037,925.416,1379,同同 没 有 挖土机 .
296,307,MOT,130202.cha,下 次 妈妈 给 你 买 好 不 好 ? ,Tong,"(1, 7, 18)",1.962162162,quant|xia4=next cl|ci4=activity n:relat|ma1&DIM=mother prep|gei3=for pro|ni3=you v|mai3=buy adj|hao3=good neg|bu4=not adj|hao3=good ?,,Question,Interrogative,Teaching,,,,1,0,IntAnotA,1,1,0,,,,"['quant', 'cl', 'n:relat', 'prep', 'pro', 'v', 'adj', 'neg', 'adj', '?']",1,0,0,1,0,0,0,1,130202-MOT-307,925.416,928.0,2584,下 次 妈妈 给 你 买 好 不 好 ?
297,308,MOT,130202.cha,过 年 的 时候 给 你 买 啊 . ,Tong,"(1, 7, 18)",1.962162162,v|guo4=pass n|nian2=year cleft|de n|shi2hou4=time prep|gei3=for pro|ni3=you v|mai3=buy sfp|a1 .,,Assertion,Declarative,Negotiating,,,,1,0,,0,1,0,,,,"['v', 'n', 'cleft', 'n', 'prep', 'pro', 'v', 'sfp', '.']",1,0,0,0,0,1,1,1,130202-MOT-308,928.0,929.83,1830,过 年 的 时候 给 你 买 啊 .
298,309,MOT,130202.cha,过 年 的 时候 给 你 买 . ,Tong,"(1, 7, 18)",1.962162162,v|guo4=pass n|nian2=year cleft|de n|shi2hou4=time prep|gei3=for pro|ni3=you v|mai3=buy .,,Assertion,Declarative,Negotiating,,,,1,0,,0,1,0,,,,"['v', 'n', 'cleft', 'n', 'prep', 'pro', 'v', '.']",1,0,0,0,0,1,0,1,130202-MOT-309,929.83,932.548,2718,过 年 的 时候 给 你 买 .
299,310,MOT,130202.cha,做 你 的 新年 礼物 好 不 好 ? ,Tong,"(1, 7, 18)",1.962162162,v|zuo4=make pro|ni3=you poss|de n|xin1nian2=New_Year n|li3wu4=gift adj|hao3=good neg|bu4=not adj|hao3=good ?,,Question,Interrogative,Negotiating,no,Polar,,1,0,IntAnotA,0,1,0,,,,"['v', 'pro', 'poss', 'n', 'n', 'adj', 'neg', 'adj', '?']",1,0,0,0,0,0,0,0,130202-MOT-310,932.548,934.404,1856,做 你 的 新年 礼物 好 不 好 ?
300,311,MOT,130202.cha,挖土机 做 礼物 . ,Tong,"(1, 7, 18)",1.962162162,n|wa1tu3ji1=excavator v|zuo4=make n|li3wu4=gift .,,Assertion,Declarative,Negotiating,,,,1,0,,1,1,0,,,,"['n', 'v', 'n', '.']",1,0,0,0,0,0,0,0,130202-MOT-311,934.404,936.372,1968,挖土机 做 礼物 .
301,312,CHI,130202.cha,&dou1wa4dou1机 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-312,949.072,952.733,3661,&dou1wa4dou1机 .
302,313,MOT,130202.cha,挖土机 . ,Tong,"(1, 7, 18)",1.962162162,n|wa1tu3ji1=excavator .,,Other,Other,Emoting,,,,1,0,,0,0,0,,,,"['n', '.']",0,0,0,0,0,0,0,0,130202-MOT-313,952.733,955.008,2275,挖土机 .
303,314,CHI,130202.cha,&mei3 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-314,955.008,958.021,3013,&mei3 .
304,315,MOT,130202.cha,录音笔 . ,Tong,"(1, 7, 18)",1.962162162,n|lu4yin1bi3=record_pen .,,Other,Other,Teaching,,,,1,0,,0,0,0,,,,"['n', '.']",0,0,0,0,0,0,0,0,130202-MOT-315,958.021,960.79,2769,录音笔 .
305,316,CHI,130202.cha,录音笔 . ,Tong,"(1, 7, 18)",1.962162162,n|lu4yin1bi3=record_pen .,,,,,,,,0,0,,0,0,0,,,,"['n', '.']",0,0,0,0,0,0,0,0,130202-CHI-316,960.79,962.954,2164,录音笔 .
306,317,MOT,130202.cha,嗯 . ,Tong,"(1, 7, 18)",1.962162162,co|en1=okay .,,Assertion,FRAG,Meta,,,,1,0,,0,0,0,,,,"['co', '.']",0,0,0,0,0,0,0,0,130202-MOT-317,962.954,963.283,329,嗯 .
307,318,MOT,130202.cha,录音笔 给 同同 录 音 啊 . ,Tong,"(1, 7, 18)",1.962162162,n|lu4yin1bi3=record_pen prep|gei3=for n:name|tong2tong v|lu4=record n|yin1=sound sfp|a1 .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpSFP,0,1,1,,,,"['n', 'prep', 'n:name', 'v', 'n', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-MOT-318,963.283,965.32,2037,录音笔 给 同同 录 音 啊 .
308,319,MOT,130202.cha,"同同 说 什么 话 都 录 进 去 , 以后 再 听 . ",Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong v|shuo1=say pro:wh|shen2me=what n|hua4=speech adv|dou1=all v|lu4=record v:dirc|jin4=enter v:dirc|qu4=go cm|cm post|yi3hou4=afterwards adv|zai4=again v|ting1=listen .,,Assertion,Declarative,Discussing,,,indefinite wh,1,0,,1,1,0,,,,"['n:name', 'v', 'pro:wh', 'n', 'adv', 'v', 'v:dirc', 'v:dirc', 'cm', 'post', 'adv', 'v', '.']",1,0,0,0,1,1,0,1,130202-MOT-319,965.32,968.092,2772,"同同 说 什么 话 都 录 进 去 , 以后 再 听 ."
309,320,MOT,130202.cha,然后 妈妈 就 可以 听 同同 说话 了 . ,Tong,"(1, 7, 18)",1.962162162,adv|ran2hou4=thereupon n:relat|ma1&DIM=mother adv|jiu4=just v:aux|ke3yi3=may v|ting1=listen n:name|tong2tong v|shuo1hua4=speak sfp|le .,,Assertion,Declarative,Discussing,,,,1,0,,1,1,0,,,,"['adv', 'n:relat', 'adv', 'v:aux', 'v', 'n:name', 'v', 'sfp', '.']",1,1,0,0,0,0,1,0,130202-MOT-320,968.092,971.811,3719,然后 妈妈 就 可以 听 同同 说话 了 .
310,321,CHI,130202.cha,录音笔 . ,Tong,"(1, 7, 18)",1.962162162,n|lu4yin1bi3=record_pen .,,,,,,,,1,0,,0,0,0,,,,"['n', '.']",0,0,0,0,0,0,0,0,130202-CHI-321,1000.012,1005.512,5500,录音笔 .
311,322,MOT,130202.cha,"对 啊 , 录音笔 不 能 随便 乱 按 . ",Tong,"(1, 7, 18)",1.962162162,adj|dui4=correct sfp|a1 cm|cm n|lu4yin1bi3=record_pen neg|bu4=not v:aux|neng2=can adv|sui2bian4=informally adj|luan4=indiscriminate v|an4=press .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpBeng,0,0,1,,,,"['adj', 'sfp', 'cm', 'n', 'neg', 'v:aux', 'adv', 'adj', 'v', '.']",1,1,0,0,0,0,1,0,130202-MOT-322,1005.512,1007.898,2386,"对 啊 , 录音笔 不 能 随便 乱 按 ."
312,323,MOT,130202.cha,你 别 老 按 . ,Tong,"(1, 7, 18)",1.962162162,pro|ni3=you neg|bie2=dont adv|lao3=always v|an4=press .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpBie,1,0,0,,,,"['pro', 'neg', 'adv', 'v', '.']",1,0,0,0,0,0,0,0,130202-MOT-323,1007.898,1008.868,970,你 别 老 按 .
313,324,CHI,130202.cha,按 坏 . ,Tong,"(1, 7, 18)",1.962162162,v|an4=press adj|huai4=bad .,,,,,,,,0,0,,0,0,0,,,,"['v', 'adj', '.']",1,0,0,0,0,0,0,0,130202-CHI-324,1008.868,1010.563,1695,按 坏 .
314,325,MOT,130202.cha,按 坏 了 啊 . ,Tong,"(1, 7, 18)",1.962162162,v|an4=press adj|huai4=bad sfp|le sfp|a1 .,,Assertion,Declarative,Negotiating,,,,1,0,,0,0,0,,,,"['v', 'adj', 'sfp', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-MOT-325,1010.563,1011.876,1313,按 坏 了 啊 .
315,326,MOT,130202.cha,按 坏 了 就 不 走 啦 . ,Tong,"(1, 7, 18)",1.962162162,v|an4=press adj|huai4=bad asp|le=perfective adv|jiu4=just neg|bu4=not v|zou3=go_away sfp|la1 .,,Assertion,Declarative,Discussing,,,,1,0,,0,0,0,,,,"['v', 'adj', 'asp', 'adv', 'neg', 'v', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-MOT-326,1011.876,1013.352,1476,按 坏 了 就 不 走 啦 .
316,327,MOT,130202.cha,"你 看 , 你 又 按 . ",Tong,"(1, 7, 18)",1.962162162,pro|ni3=you v|kan4=look cm|cm pro|ni3=you adv|you4=again v|an4=press .,,Assertion,Declarative,Meta,,,,1,0,,1,0,0,,,,"['pro', 'v', 'cm', 'pro', 'adv', 'v', '.']",1,0,0,0,0,0,0,0,130202-MOT-327,1013.352,1014.813,1461,"你 看 , 你 又 按 ."
317,328,MOT,130202.cha,叫 你 别 按 你 怎么 按 . ,Tong,"(1, 7, 18)",1.962162162,v|jiao4=call pro|ni3=you adv|bie2=dont prep|an4=according_to pro|ni3=you adv:int|zen3me=how v|an4=press .,,Assertion,Interrogative,Negotiating,,Wh,,0,0,IntWh,0,1,0,,,,"['v', 'pro', 'adv', 'prep', 'pro', 'adv:int', 'v', '.']",1,0,0,0,0,1,0,1,130202-MOT-328,1014.813,1017.161,2348,叫 你 别 按 你 怎么 按 .
318,329,MOT,130202.cha,不 能 按 . ,Tong,"(1, 7, 18)",1.962162162,neg|bu4=not v:aux|neng2=can v|an4=press .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpBeng,0,0,0,,,,"['neg', 'v:aux', 'v', '.']",1,1,0,0,0,0,0,0,130202-MOT-329,1017.161,1018.221,1060,不 能 按 .
319,330,MOT,130202.cha,明白 吗 ? ,Tong,"(1, 7, 18)",1.962162162,v|ming2bai2=understood sfp|ma ?,,Question,Interrogative,Negotiating,no,Polar,,1,0,IntMa,0,0,0,,,,"['v', 'sfp', '?']",1,0,0,0,0,0,1,0,130202-MOT-330,1018.221,1019.838,1617,明白 吗 ?
320,331,MOT,130202.cha,不 能 按 . ,Tong,"(1, 7, 18)",1.962162162,neg|bu4=not v:aux|neng2=can v|an4=press .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpBeng,0,0,0,,,,"['neg', 'v:aux', 'v', '.']",1,1,0,0,0,0,0,0,130202-MOT-331,1019.838,1021.754,1916,不 能 按 .
321,332,MOT,130202.cha,不 能 按 . ,Tong,"(1, 7, 18)",1.962162162,neg|bu4=not v:aux|neng2=can v|an4=press .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpBeng,0,0,0,,,,"['neg', 'v:aux', 'v', '.']",1,1,0,0,0,0,0,0,130202-MOT-332,1021.754,1024.119,2365,不 能 按 .
322,333,MOT,130202.cha,大 坏蛋 . ,Tong,"(1, 7, 18)",1.962162162,adj|da4=great n|huai4dan4=scoundrel .,,Exclamative,FRAG,Emoting,,,,1,0,,0,0,0,,,,"['adj', 'n', '.']",0,0,0,0,0,0,0,0,130202-MOT-333,1024.119,1026.703,2584,大 坏蛋 .
